uBench  | BENCH: 2554506 69080
uBench  | BENCH: 2555844 124926
uBench  | BENCH: 2701743 326671
uBench  | BENCH: 2122807 -50520
uBench  | BENCH: 2591681 41163
uBench  | BENCH: 2470487 11652
uBench  | BENCH: 2469357 -18989
uBench  | BENCH: 2465943 -53044
uBench  | BENCH: 2646432 93390
uBench  | BENCH: 2349612 -56996
uBench  | BENCH: 2646350 89356
uBench  | BENCH: 2350606 -60036
uBench  | BENCH: 2588788 28754
uBench  | BENCH: 2470081 -1163
uBench  | BENCH: 2470006 -31155
uBench  | BENCH: 2517719 -13434
uBench  | BENCH: 2468544 -44888
uBench  | BENCH: 2644275 99389
uBench  | BENCH: 2352862 -47747
uBench  | BENCH: 2588550 40805
uBench  | BENCH: 2471425 12232
uBench  | BENCH: 2469838 -17928
uBench  | BENCH: 2466587 -51339
uBench  | BENCH: 2591507 40170
uBench  | BENCH: 2470431 10603
uBench  | BENCH: 2469744 -19651
uBench  | BENCH: 2465650 -53999
uBench  | BENCH: 2590237 36240
uBench  | BENCH: 2469119 5361
uBench  | BENCH: 2470062 -24575
uBench  | BENCH: 2465982 -58591
uBench  | BENCH: 2522050 -36539
uBench  | BENCH: 2468393 -68144
uBench  | BENCH: 2590207 22065
uBench  | BENCH: 2470412 -7521
uBench  | BENCH: 2467588 -39931
uBench  | BENCH: 2469000 -70929
uBench  | BENCH: 2590968 20041
uBench  | BENCH: 2555307 75350
uBench  | BENCH: 2351681 -72967
uBench  | BENCH: 2560231 -12734
uBench  | BENCH: 2468281 -44451
uBench  | BENCH: 2470675 -73774
uBench  | BENCH: 2589944 16172
uBench  | BENCH: 2470331 -13495
uBench  | BENCH: 2467782 -45711
uBench  | BENCH: 2587900 42191
uBench  | BENCH: 2400000 -57807
uBench  | BENCH: 2590468 32663
uBench  | BENCH: 2470288 2953
uBench  | BENCH: 2471125 -25920
uBench  | BENCH: 2466562 -59356
uBench  | BENCH: 2560713 1359
uBench  | BENCH: 2469750 -28889
uBench  | BENCH: 2467156 -61731
uBench  | BENCH: 2645238 83509
uBench  | BENCH: 2352550 -63939
uBench  | BENCH: 2560218 -3719
uBench  | BENCH: 2469663 -34054
uBench  | BENCH: 2468119 -65933
uBench  | BENCH: 2591600 25669
uBench  | BENCH: 2470943 -3386
uBench  | BENCH: 2467313 -36071
uBench  | BENCH: 2490456 -45613
uBench  | BENCH: 2644538 98927
uBench  | BENCH: 2350200 -50871
uBench  | BENCH: 2675037 124168
uBench  | BENCH: 2355744 -20086
uBench  | BENCH: 2465969 -54115
uBench  | BENCH: 2589918 35805
uBench  | BENCH: 2469925 5732
uBench  | BENCH: 2468838 -25428
uBench  | BENCH: 2468037 -57389
uBench  | BENCH: 2589957 32570
uBench  | BENCH: 2470237 2809
uBench  | BENCH: 2470250 -26939
uBench  | BENCH: 2466619 -60318
uBench  | BENCH: 2591444 31128
uBench  | BENCH: 2470300 1430
uBench  | BENCH: 2518556 19988
uBench  | BENCH: 2470037 -9973
uBench  | BENCH: 2468719 -41252
uBench  | BENCH: 2469288 -71962
uBench  | BENCH: 2590587 18627
uBench  | BENCH: 2470863 -10508
uBench  | BENCH: 2467300 -43206
uBench  | BENCH: 2468306 -74898
uBench  | BENCH: 2590387 15491
uBench  | BENCH: 2469625 -14882
uBench  | BENCH: 2467363 -47517
uBench  | BENCH: 2672956 125441
uBench  | BENCH: 2440206 65649
uBench  | BENCH: 2471513 37164
uBench  | BENCH: 2469656 6822
uBench  | BENCH: 2554731 61555
uBench  | BENCH: 2399438 -39005
uBench  | BENCH: 2558475 19472
uBench  | BENCH: 2469781 -10745
uBench  | BENCH: 2469225 -41518
uBench  | BENCH: 2644188 102672
uBench  | BENCH: 2352250 -45076
uBench  | BENCH: 2644312 99238
uBench  | BENCH: 2353519 -47241
uBench  | BENCH: 2674550 127311
uBench  | BENCH: 2439787 67100
uBench  | BENCH: 2471375 38477
uBench  | BENCH: 2469563 8042
uBench  | BENCH: 2555156 63200
uBench  | BENCH: 2556019 119221
uBench  | BENCH: 2355450 -25327
uBench  | BENCH: 2466744 -58581
uBench  | BENCH: 2521443 -37136
uBench  | BENCH: 2472069 -65065
uBench  | BENCH: 2590613 25550
uBench  | BENCH: 2470687 -3761
uBench  | BENCH: 2467225 -36534
uBench  | BENCH: 2467931 -68601
uBench  | BENCH: 2590357 21758
uBench  | BENCH: 2470000 -8240
uBench  | BENCH: 2466756 -41482
uBench  | BENCH: 2469231 -72249
uBench  | BENCH: 2590088 17841
uBench  | BENCH: 2469400 -12757
uBench  | BENCH: 2468262 -44493
uBench  | BENCH: 2470800 -73691
uBench  | BENCH: 2589569 15880
uBench  | BENCH: 2555450 71332
uBench  | BENCH: 2499087 70421
uBench  | BENCH: 2471207 41630
uBench  | BENCH: 2471700 13332
uBench  | BENCH: 2469868 -16798
uBench  | BENCH: 2466619 -50177
uBench  | BENCH: 2591256 41081
uBench  | BENCH: 2471169 12252
uBench  | BENCH: 2469925 -17821
uBench  | BENCH: 2466506 -51313
uBench  | BENCH: 2589038 37727
uBench  | BENCH: 2469994 7723
uBench  | BENCH: 2470843 -21432
uBench  | BENCH: 2464775 -56655
uBench  | BENCH: 2590425 33772
uBench  | BENCH: 2470025 3799
uBench  | BENCH: 2469407 -26792
uBench  | BENCH: 2518862 -7928
uBench  | BENCH: 2468681 -39245
uBench  | BENCH: 2468413 -70830
uBench  | BENCH: 2589012 18184
uBench  | BENCH: 2470125 -11689
uBench  | BENCH: 2466950 -44737
uBench  | BENCH: 2588513 43778
uBench  | BENCH: 2469981 13761
uBench  | BENCH: 2555044 68807
uBench  | BENCH: 2555906 124715
uBench  | BENCH: 2354844 -20439
uBench  | BENCH: 2467256 -53181
uBench  | BENCH: 2674763 121584
uBench  | BENCH: 2356356 -22058
uBench  | BENCH: 2465856 -56200
uBench  | BENCH: 2561438 5240
uBench  | BENCH: 2865950 371192
uBench  | BENCH: 2473118 344312
uBench  | BENCH: 2122207 -33479
uBench  | BENCH: 2559337 25860
uBench  | BENCH: 2470531 -3607
uBench  | BENCH: 2468957 -34648
uBench  | BENCH: 2467968 -66678
uBench  | BENCH: 2937850 371174
uBench  | BENCH: 2472350 343526
uBench  | BENCH: 2472650 316178
uBench  | BENCH: 2121782 -62038
uBench  | BENCH: 2593018 30982
uBench  | BENCH: 2470750 1734
uBench  | BENCH: 2470550 -27714
uBench  | BENCH: 2467013 -60699
uBench  | BENCH: 2591194 30497
uBench  | BENCH: 2399131 -70370
uBench  | BENCH: 2590325 19957
uBench  | BENCH: 2470962 -9079
uBench  | BENCH: 2468407 -40670
uBench  | BENCH: 2644875 104207
uBench  | BENCH: 2353625 -42166
uBench  | BENCH: 2468681 -73483
uBench  | BENCH: 2591562 18081
uBench  | BENCH: 2469957 -11960
uBench  | BENCH: 2468925 -43033
uBench  | BENCH: 2468718 -74313
uBench  | BENCH: 2590544 16233
uBench  | BENCH: 2470225 -13540
uBench  | BENCH: 2469131 -44407
uBench  | BENCH: 2673982 129577
uBench  | BENCH: 2440512 70091
uBench  | BENCH: 2402463 -27444
uBench  | BENCH: 2467700 -59742
uBench  | BENCH: 2590575 30835
uBench  | BENCH: 2471350 2187
uBench  | BENCH: 2468737 -29074
uBench  | BENCH: 2467300 -61772
uBench  | BENCH: 2591013 29243
uBench  | BENCH: 2471212 457
uBench  | BENCH: 2469581 -29960
uBench  | BENCH: 2468400 -61558
uBench  | BENCH: 2592375 30819
uBench  | BENCH: 2470588 1409
uBench  | BENCH: 2470350 -28239
uBench  | BENCH: 2467431 -60806
uBench  | BENCH: 2590669 29865
uBench  | BENCH: 2469675 -458
uBench  | BENCH: 2518506 18050
uBench  | BENCH: 2469813 -12135
uBench  | BENCH: 2466743 -45390
uBench  | BENCH: 2588238 42850
uBench  | BENCH: 2470787 13639
uBench  | BENCH: 2468857 -17502
uBench  | BENCH: 2465881 -51619
uBench  | BENCH: 2589306 37689
uBench  | BENCH: 2470694 8385
uBench  | BENCH: 2469519 -22094
uBench  | BENCH: 2465650 -56442
uBench  | BENCH: 2590018 33578
uBench  | BENCH: 2470100 3680
uBench  | BENCH: 2469375 -26943
uBench  | BENCH: 2465207 -61734
uBench  | BENCH: 2590731 28999
uBench  | BENCH: 2398537 -72462
uBench  | BENCH: 2589832 17372
uBench  | BENCH: 2470206 -12420
uBench  | BENCH: 2468456 -43962
uBench  | BENCH: 2469744 -74216
uBench  | BENCH: 2645356 71142
uBench  | BENCH: 2471438 42582
uBench  | BENCH: 2470693 13277
uBench  | BENCH: 2469469 -17252
uBench  | BENCH: 2467619 -49631
uBench  | BENCH: 2645850 96221
uBench  | BENCH: 2352312 -51465
uBench  | BENCH: 2589069 37606
uBench  | BENCH: 2470269 7877
uBench  | BENCH: 2471112 -21009
uBench  | BENCH: 2467294 -53713
uBench  | BENCH: 2489656 -64055
uBench  | BENCH: 2646607 82554
uBench  | BENCH: 2350318 -67126
uBench  | BENCH: 2561794 -5330
uBench  | BENCH: 2468275 -37053
uBench  | BENCH: 2559319 22268
uBench  | BENCH: 2469769 -7961
uBench  | BENCH: 2467943 -40016
uBench  | BENCH: 2468463 -71551
uBench  | BENCH: 2676162 104613
uBench  | BENCH: 2352757 -42628
uBench  | BENCH: 2644793 102167
uBench  | BENCH: 2351875 -45956
uBench  | BENCH: 2589788 43834
uBench  | BENCH: 2470706 14542
uBench  | BENCH: 2470831 -14625
uBench  | BENCH: 2519357 4734
uBench  | BENCH: 2471425 -23839
uBench  | BENCH: 2466356 -57481
uBench  | BENCH: 2560506 3027
uBench  | BENCH: 2555706 58735
uBench  | BENCH: 2471188 29925
uBench  | BENCH: 2470987 914
uBench  | BENCH: 2470700 -28384
uBench  | BENCH: 2466219 -62163
uBench  | BENCH: 2646981 84820
uBench  | BENCH: 2349950 -65228
uBench  | BENCH: 2646463 81237
uBench  | BENCH: 2350881 -67880
uBench  | BENCH: 2590488 22610
uBench  | BENCH: 2470137 -7251
uBench  | BENCH: 2469219 -38030
uBench  | BENCH: 2521450 -16578
uBench  | BENCH: 2467144 -49432
uBench  | BENCH: 2590243 40813
uBench  | BENCH: 2471707 12522
uBench  | BENCH: 2469031 -18445
uBench  | BENCH: 2466200 -52243
uBench  | BENCH: 2590106 37865
uBench  | BENCH: 2555394 93261
uBench  | BENCH: 2350975 -55762
uBench  | BENCH: 2589669 33909
uBench  | BENCH: 2555387 89298
uBench  | BENCH: 2352063 -58637
uBench  | BENCH: 2591531 32896
uBench  | BENCH: 2470431 3329
uBench  | BENCH: 2469825 -26844
uBench  | BENCH: 2465569 -61273
uBench  | BENCH: 2520906 -40365
uBench  | BENCH: 2643044 102681
uBench  | BENCH: 2353075 -44242
uBench  | BENCH: 2587456 43216
uBench  | BENCH: 2470994 14212
uBench  | BENCH: 2469881 -15905
uBench  | BENCH: 2464938 -50965
uBench  | BENCH: 2590412 39449
uBench  | BENCH: 2469875 9326
uBench  | BENCH: 2469231 -21441
uBench  | BENCH: 2465963 -55476
uBench  | BENCH: 2590294 34820
uBench  | BENCH: 2469368 4190
uBench  | BENCH: 2555100 59292
uBench  | BENCH: 2555650 114944
uBench  | BENCH: 2440107 55053
uBench  | BENCH: 2402487 -42458
uBench  | BENCH: 2557400 14944
uBench  | BENCH: 2470213 -14841
uBench  | BENCH: 2467206 -47633
uBench  | BENCH: 2588269 40638
uBench  | BENCH: 2470181 10821
uBench  | BENCH: 2469850 -19327
uBench  | BENCH: 2465625 -53700
uBench  | BENCH: 2589812 36114
uBench  | BENCH: 2470744 6860
uBench  | BENCH: 2469125 -24013
uBench  | BENCH: 2466450 -57561
uBench  | BENCH: 2559881 2322
uBench  | BENCH: 2470857 -26819
uBench  | BENCH: 2466537 -60280
uBench  | BENCH: 2560944 666
uBench  | BENCH: 2518644 19312
uBench  | BENCH: 2470406 -10280
uBench  | BENCH: 2468844 -41434
uBench  | BENCH: 2468956 -72476
uBench  | BENCH: 2591212 18738
uBench  | BENCH: 2469882 -11378
uBench  | BENCH: 2467487 -43889
uBench  | BENCH: 2468131 -75756
uBench  | BENCH: 2590838 15084
uBench  | BENCH: 2470106 -14808
uBench  | BENCH: 2468431 -46375
uBench  | BENCH: 2588375 42002
uBench  | BENCH: 2471900 13904
uBench  | BENCH: 2470063 -16031
uBench  | BENCH: 2466487 -49542
uBench  | BENCH: 2590963 41423
uBench  | BENCH: 2399112 -59463
uBench  | BENCH: 2589694 30233
uBench  | BENCH: 2470881 1116
uBench  | BENCH: 2469919 -28963
uBench  | BENCH: 2465756 -63205
uBench  | BENCH: 2589557 26354
uBench  | BENCH: 2470931 -2713
uBench  | BENCH: 2466531 -36180
uBench  | BENCH: 2644675 108497
uBench  | BENCH: 2352863 -38638
uBench  | BENCH: 2468537 -70099
uBench  | BENCH: 2559838 -10259
uBench  | BENCH: 2468331 -41926
uBench  | BENCH: 2469194 -72730
uBench  | BENCH: 2560243 -12485
uBench  | BENCH: 2469150 -43333
uBench  | BENCH: 2521257 -22074
uBench  | BENCH: 2468081 -53991
uBench  | BENCH: 2590556 36567
uBench  | BENCH: 2470000 6569
uBench  | BENCH: 2470031 -23398
uBench  | BENCH: 2466525 -56871
uBench  | BENCH: 2589344 32475
uBench  | BENCH: 2469688 2165
uBench  | BENCH: 2470318 -27515
uBench  | BENCH: 2466319 -61194
uBench  | BENCH: 2645325 84133
uBench  | BENCH: 2352988 -62877
uBench  | BENCH: 2589775 26900
uBench  | BENCH: 2471687 -1411
uBench  | BENCH: 2466331 -35078
uBench  | BENCH: 2468469 -66607
uBench  | BENCH: 2519563 -47042
uBench  | BENCH: 2588062 41022
uBench  | BENCH: 2470775 11799
uBench  | BENCH: 2469813 -18386
uBench  | BENCH: 2465050 -53334
uBench  | BENCH: 2589900 36568
uBench  | BENCH: 2470306 6876
uBench  | BENCH: 2555956 62834
uBench  | BENCH: 2556219 119055
uBench  | BENCH: 2355569 -25374
uBench  | BENCH: 2465931 -59441
uBench  | BENCH: 2590881 31442
uBench  | BENCH: 2470081 1525
uBench  | BENCH: 2471163 -27310
uBench  | BENCH: 2465637 -61671
uBench  | BENCH: 2646657 84988
uBench  | BENCH: 2403868 -11142
uBench  | BENCH: 2468675 -42465
uBench  | BENCH: 2468957 -73506
uBench  | BENCH: 2589137 15633
uBench  | BENCH: 2471156 -13209
uBench  | BENCH: 2468857 -44350
uBench  | BENCH: 2674068 129720
uBench  | BENCH: 2355294 -14984
uBench  | BENCH: 2468050 -46932
uBench  | BENCH: 2645200 98270
uBench  | BENCH: 2350206 -51522
uBench  | BENCH: 2561463 9943
uBench  | BENCH: 2554556 64501
uBench  | BENCH: 2556875 121378
uBench  | BENCH: 2440263 61643
uBench  | BENCH: 2557425 119070
uBench  | BENCH: 2490431 109503
uBench  | BENCH: 2352531 -37964
uBench  | BENCH: 2558931 20969
uBench  | BENCH: 2470582 -8447
uBench  | BENCH: 2468012 -40433
uBench  | BENCH: 2469194 -71237
uBench  | BENCH: 2675387 104152
uBench  | BENCH: 2353232 -42614
uBench  | BENCH: 2469162 -73450
uBench  | BENCH: 2675500 102052
uBench  | BENCH: 2352825 -45121
uBench  | BENCH: 2673938 128819
uBench  | BENCH: 2354793 -16386
uBench  | BENCH: 2467132 -49252
uBench  | BENCH: 2560618 11368
uBench  | BENCH: 2470557 -18073
uBench  | BENCH: 2519606 1535
uBench  | BENCH: 2554637 56174
uBench  | BENCH: 2556957 113133
uBench  | BENCH: 2352906 -33959
uBench  | BENCH: 2469100 -64857
uBench  | BENCH: 2675900 111045
uBench  | BENCH: 2353562 -35391
uBench  | BENCH: 2643438 108049
uBench  | BENCH: 2353550 -38399
uBench  | BENCH: 2558506 20109
uBench  | BENCH: 2469931 -9958
uBench  | BENCH: 2467257 -42699
uBench  | BENCH: 2468962 -73735
uBench  | BENCH: 2589575 15842
uBench  | BENCH: 2469925 -14231
uBench  | BENCH: 2467288 -46941
uBench  | BENCH: 2520918 -26021
uBench  | BENCH: 2466194 -59825
uBench  | BENCH: 2589231 29408
uBench  | BENCH: 2469788 -802
uBench  | BENCH: 2467800 -33000
uBench  | BENCH: 2468594 -64404
uBench  | BENCH: 2590193 25791
uBench  | BENCH: 2469082 -5125
uBench  | BENCH: 2467575 -37548
uBench  | BENCH: 2469362 -68184
uBench  | BENCH: 2559244 -8938
uBench  | BENCH: 2468975 -39961
uBench  | BENCH: 2559587 19628
uBench  | BENCH: 2555363 74993
uBench  | BENCH: 2352262 -72743
uBench  | BENCH: 2589682 16941
uBench  | BENCH: 2410681 -72376
uBench  | BENCH: 2560419 -11955
uBench  | BENCH: 2469275 -42678
uBench  | BENCH: 2469356 -73320
uBench  | BENCH: 2674694 101376
uBench  | BENCH: 2352568 -46054
uBench  | BENCH: 2675057 129005
uBench  | BENCH: 2440825 69832
uBench  | BENCH: 2555425 125259
uBench  | BENCH: 2440300 65561
uBench  | BENCH: 2470818 36381
uBench  | BENCH: 2470819 7202
uBench  | BENCH: 2554738 61942
uBench  | BENCH: 2471912 33856
uBench  | BENCH: 2470900 4758
uBench  | BENCH: 2470694 -24546
uBench  | BENCH: 2520375 -4169
uBench  | BENCH: 2468112 -36055
uBench  | BENCH: 2469538 -66515
uBench  | BENCH: 2589225 22712
uBench  | BENCH: 2470312 -6974
uBench  | BENCH: 2467844 -39128
uBench  | BENCH: 2645531 106405
uBench  | BENCH: 2351857 -41736
uBench  | BENCH: 2469706 -72028
uBench  | BENCH: 2674962 102936
uBench  | BENCH: 2353344 -43718
uBench  | BENCH: 2469163 -74553
uBench  | BENCH: 2676656 102105
uBench  | BENCH: 2352581 -45312
uBench  | BENCH: 2673938 128628
uBench  | BENCH: 2439800 68430
uBench  | BENCH: 2405500 -26068
uBench  | BENCH: 2467668 -58398
uBench  | BENCH: 2589744 31348
uBench  | BENCH: 2470713 2063
uBench  | BENCH: 2555993 58058
uBench  | BENCH: 2471588 29648
uBench  | BENCH: 2555987 85637
uBench  | BENCH: 2351394 -62967
uBench  | BENCH: 2590306 27341
uBench  | BENCH: 2470925 -1732
uBench  | BENCH: 2467688 -34042
uBench  | BENCH: 2469350 -64690
uBench  | BENCH: 2591387 26699
uBench  | BENCH: 2470638 -2661
uBench  | BENCH: 2467512 -35147
uBench  | BENCH: 2469832 -65313
uBench  | BENCH: 2519362 -45949
uBench  | BENCH: 2589006 43059
uBench  | BENCH: 2471163 14224
uBench  | BENCH: 2555862 70088
uBench  | BENCH: 2471519 41609
uBench  | BENCH: 2555894 97505
uBench  | BENCH: 2350369 -52124
uBench  | BENCH: 2646693 94571
uBench  | BENCH: 2351244 -54183
uBench  | BENCH: 2590150 35969
uBench  | BENCH: 2556119 92090
uBench  | BENCH: 2351350 -56558
uBench  | BENCH: 2939869 383313
uBench  | BENCH: 2209668 92983
uBench  | BENCH: 2351263 -55752
uBench  | BENCH: 2590762 35012
uBench  | BENCH: 2401082 -63904
uBench  | BENCH: 2589931 26029
uBench  | BENCH: 2556094 82125
uBench  | BENCH: 2352131 -65742
uBench  | BENCH: 2644144 78404
uBench  | BENCH: 2351525 -70069
uBench  | BENCH: 2676156 106089
uBench  | BENCH: 2352881 -41028
uBench  | BENCH: 2644769 103743
uBench  | BENCH: 2352512 -43743
uBench  | BENCH: 2644650 100909
uBench  | BENCH: 2354000 -45089
uBench  | BENCH: 2587869 42782
uBench  | BENCH: 2471300 14084
uBench  | BENCH: 2470138 -15776
uBench  | BENCH: 2468806 -46968
uBench  | BENCH: 2488356 -58610
uBench  | BENCH: 2560450 1842
uBench  | BENCH: 2555388 57232
uBench  | BENCH: 2556918 114152
uBench  | BENCH: 2353332 -32514
uBench  | BENCH: 2469568 -62944
uBench  | BENCH: 2590475 27533
uBench  | BENCH: 2470400 -2065
uBench  | BENCH: 2467669 -34394
uBench  | BENCH: 2468525 -65867
uBench  | BENCH: 2674963 109098
uBench  | BENCH: 2353018 -37882
uBench  | BENCH: 2557963 20083
uBench  | BENCH: 2469812 -10103
uBench  | BENCH: 2467363 -42738
uBench  | BENCH: 2470181 -72555
uBench  | BENCH: 2517188 -55365
uBench  | BENCH: 2675656 120293
uBench  | BENCH: 2440531 60826
uBench  | BENCH: 2472219 33047
uBench  | BENCH: 2554837 87886
uBench  | BENCH: 2352150 -59962
uBench  | BENCH: 2644532 84572
uBench  | BENCH: 2352162 -63264
uBench  | BENCH: 2560469 -2793
uBench  | BENCH: 2468562 -34229
uBench  | BENCH: 2558913 24686
uBench  | BENCH: 2556081 80769
uBench  | BENCH: 2350444 -68785
uBench  | BENCH: 2560675 -8108
uBench  | BENCH: 2468225 -39881
uBench  | BENCH: 2644275 104396
uBench  | BENCH: 2405537 9935
uBench  | BENCH: 2469344 -20719
uBench  | BENCH: 2466656 -54061
uBench  | BENCH: 2560469 6410
uBench  | BENCH: 2555438 61850
uBench  | BENCH: 2556843 118695
uBench  | BENCH: 2441113 59810
uBench  | BENCH: 2472206 32018
uBench  | BENCH: 2555006 87026
uBench  | BENCH: 2351457 -61515
uBench  | BENCH: 2591343 29830
uBench  | BENCH: 2555519 85351
uBench  | BENCH: 2351425 -63222
uBench  | BENCH: 2560663 -2557
uBench  | BENCH: 2468187 -34368
uBench  | BENCH: 2469506 -64860
uBench  | BENCH: 2518932 -45926
uBench  | BENCH: 2673381 127457
uBench  | BENCH: 2355087 -17454
uBench  | BENCH: 2466713 -50739
uBench  | BENCH: 2561287 10550
uBench  | BENCH: 2470125 -19323
uBench  | BENCH: 2467125 -52196
uBench  | BENCH: 2589875 37681
uBench  | BENCH: 2471544 9227
uBench  | BENCH: 2556131 65360
uBench  | BENCH: 2555432 120794
uBench  | BENCH: 2355125 -24079
uBench  | BENCH: 2465675 -58402
uBench  | BENCH: 2675375 116975
uBench  | BENCH: 2440093 57070
uBench  | BENCH: 2470894 27966
uBench  | BENCH: 2401513 -70519
uBench  | BENCH: 2590475 19958
uBench  | BENCH: 2470212 -9828
uBench  | BENCH: 2469350 -40476
uBench  | BENCH: 2467281 -73193
uBench  | BENCH: 2590082 16891
uBench  | BENCH: 2470087 -13020
uBench  | BENCH: 2467100 -45918
uBench  | BENCH: 2587731 41815
uBench  | BENCH: 2470263 12080
uBench  | BENCH: 2470150 -17768
uBench  | BENCH: 2465225 -52541
uBench  | BENCH: 2590306 37767
uBench  | BENCH: 2469931 7700
uBench  | BENCH: 2469744 -22554
uBench  | BENCH: 2466019 -56533
uBench  | BENCH: 2520787 -35744
uBench  | BENCH: 2469488 -66254
uBench  | BENCH: 2589500 23248
uBench  | BENCH: 2469769 -6981
uBench  | BENCH: 2466706 -40273
uBench  | BENCH: 2469487 -70784
uBench  | BENCH: 2589807 19025
uBench  | BENCH: 2469718 -11255
uBench  | BENCH: 2466694 -44559
uBench  | BENCH: 2471338 -73219
uBench  | BENCH: 2592131 18914
uBench  | BENCH: 2469700 -11384
uBench  | BENCH: 2467381 -44001
uBench  | BENCH: 2588294 44295
uBench  | BENCH: 2470225 14522
uBench  | BENCH: 2469350 -16126
uBench  | BENCH: 2517800 1676
uBench  | BENCH: 2471475 -26847
uBench  | BENCH: 2465637 -61208
uBench  | BENCH: 2589650 28444
uBench  | BENCH: 2469919 -1635
uBench  | BENCH: 2469294 -32339
uBench  | BENCH: 2468119 -64218
uBench  | BENCH: 2591681 27465
uBench  | BENCH: 2470300 -2233
uBench  | BENCH: 2467919 -34312
uBench  | BENCH: 2470237 -64073
uBench  | BENCH: 2559469 -4602
uBench  | BENCH: 2468369 -36231
uBench  | BENCH: 2557600 21371
uBench  | BENCH: 2469487 -9140
uBench  | BENCH: 2468063 -41075
uBench  | BENCH: 2531287 -9786
uBench  | BENCH: 2468594 -41190
uBench  | BENCH: 2468850 -72338
uBench  | BENCH: 2589506 17170
uBench  | BENCH: 2469106 -13722
uBench  | BENCH: 2468694 -45026
uBench  | BENCH: 2643144 98120
uBench  | BENCH: 2350950 -50928
uBench  | BENCH: 2590681 39755
uBench  | BENCH: 2470438 10195
uBench  | BENCH: 2469887 -19916
uBench  | BENCH: 2467006 -52908
uBench  | BENCH: 2590550 37644
uBench  | BENCH: 2470244 7890
uBench  | BENCH: 2470269 -21839
uBench  | BENCH: 2467031 -54806
uBench  | BENCH: 2520288 -34516
uBench  | BENCH: 2467912 -66602
uBench  | BENCH: 2590125 23525
uBench  | BENCH: 2469431 -7042
uBench  | BENCH: 2467838 -39202
uBench  | BENCH: 2643862 104662
uBench  | BENCH: 2353432 -41904
uBench  | BENCH: 2469056 -72846
uBench  | BENCH: 2645512 72668
uBench  | BENCH: 2471519 44189
uBench  | BENCH: 2556731 100922
uBench  | BENCH: 2352107 -46969
uBench  | BENCH: 2674312 127345
uBench  | BENCH: 2440644 67991
uBench  | BENCH: 2471325 39318
uBench  | BENCH: 2469794 9114
uBench  | BENCH: 2520725 29841
uBench  | BENCH: 2469862 -295
uBench  | BENCH: 2468413 -31880
uBench  | BENCH: 2558887 27009
uBench  | BENCH: 2469556 -3433
uBench  | BENCH: 2468013 -35418
uBench  | BENCH: 2467237 -68179
uBench  | BENCH: 2676238 108061
uBench  | BENCH: 2351025 -40912
uBench  | BENCH: 2468787 -72123
uBench  | BENCH: 2644450 72329
uBench  | BENCH: 2470894 43225
uBench  | BENCH: 2471875 15102
uBench  | BENCH: 2469688 -15208
uBench  | BENCH: 2469368 -45838
uBench  | BENCH: 2558844 13008
uBench  | BENCH: 2519856 32866
uBench  | BENCH: 2556875 89743
uBench  | BENCH: 2356588 -53667
uBench  | BENCH: 2584919 31254
uBench  | BENCH: 2555312 86568
uBench  | BENCH: 2351331 -62099
uBench  | BENCH: 2645913 83816
uBench  | BENCH: 2351406 -64776
uBench  | BENCH: 2590919 26145
uBench  | BENCH: 2470894 -2959
uBench  | BENCH: 2467050 -35907
uBench  | BENCH: 2470893 -65012
uBench  | BENCH: 2589882 24872
uBench  | BENCH: 2470675 -4451
uBench  | BENCH: 2468375 -36074
uBench  | BENCH: 2469168 -66904
uBench  | BENCH: 2521657 -45245
uBench  | BENCH: 2559431 14188
uBench  | BENCH: 2470306 -15504
uBench  | BENCH: 2466006 -49496
uBench  | BENCH: 2646525 97031
uBench  | BENCH: 2350832 -52135
uBench  | BENCH: 2675775 123642
uBench  | BENCH: 2354931 -21425
uBench  | BENCH: 2466462 -54961
uBench  | BENCH: 2590463 35504
uBench  | BENCH: 2470769 6275
uBench  | BENCH: 2470412 -23311
uBench  | BENCH: 2466131 -57178
uBench  | BENCH: 2591375 34199
uBench  | BENCH: 2470494 4695
uBench  | BENCH: 2471281 -24022
uBench  | BENCH: 2518344 -5676
uBench  | BENCH: 2469844 -35830
uBench  | BENCH: 2468206 -67622
uBench  | BENCH: 2676031 108411
uBench  | BENCH: 2352344 -39243
uBench  | BENCH: 2469800 -69441
uBench  | BENCH: 2559431 -10008
uBench  | BENCH: 2467994 -42012
uBench  | BENCH: 2468444 -73566
uBench  | BENCH: 2589494 15930
uBench  | BENCH: 2469118 -14950
uBench  | BENCH: 2468807 -46141
uBench  | BENCH: 2587962 41823
uBench  | BENCH: 2470488 12313
uBench  | BENCH: 2469268 -18417
uBench  | BENCH: 2466244 -52171
uBench  | BENCH: 2529550 -22619
uBench  | BENCH: 2466513 -56104
uBench  | BENCH: 2589906 33804
uBench  | BENCH: 2470175 3981
uBench  | BENCH: 2470069 -25948
uBench  | BENCH: 2466150 -59796
uBench  | BENCH: 2645350 85556
uBench  | BENCH: 2352506 -61936
uBench  | BENCH: 2559781 -2153
uBench  | BENCH: 2467613 -34538
uBench  | BENCH: 2563537 29001
uBench  | BENCH: 2464738 -6259
uBench  | BENCH: 2467306 -38951
uBench  | BENCH: 2469356 -69593
uBench  | BENCH: 2589056 19465
uBench  | BENCH: 2469757 -10776
uBench  | BENCH: 2519400 8626
uBench  | BENCH: 2469518 -21854
uBench  | BENCH: 2466025 -55827
